State,StateName,DistrictName,Phone,Website,Address,City,StateAbbr,Zip,NCES_ID,Type,LowestGrade,HighestGrade,Superintendent
TX,TEXAS,COUPLAND ISD,(512)856-2422,http://www.couplandisd.org,620 S COMMERCE,COUPLAND,TX,78615,4815420,Regular public school district that is not a component of a supervisory union,PK,08,DR EARL PARCELL
TX,TEXAS,COVINGTON ISD,(254)854-2215,http://www.covingtonisd.org,501 N MAIN ST,COVINGTON,TX,76636,4815480,Regular public school district that is not a component of a supervisory union,PK,12,MR JOEL BLALOCK
TX,TEXAS,CRANDALL ISD,(972)427-6000,http://www.crandall-isd.net,400 W LEWIS ST,CRANDALL,TX,75114,4815510,Regular public school district that is not a component of a supervisory union,PK,12,DR ANJANETTE MURRY
TX,TEXAS,CRANE ISD,(432)558-1300,http://www.craneisd.com,511 W 8TH ST,CRANE,TX,79731,4815540,Regular public school district that is not a component of a supervisory union,PK,12,MR ROY GARCIA
TX,TEXAS,CRANFILLS GAP ISD,(254)263-3388,http://cranfillsgapisd.net,505 S 2ND ST,CRANFILLS GAP,TX,76637,4815570,Regular public school district that is not a component of a supervisory union,PK,12,MONTI PARCHMAN
TX,TEXAS,CRAWFORD ISD,(254)486-2381,http://www.crawford-isd.net,200 PIRATE DR,CRAWFORD,TX,76638,4815600,Regular public school district that is not a component of a supervisory union,KG,12,DR KENNETH HALL
TX,TEXAS,CROCKETT COUNTY CONSOLIDATED CSD,(325)392-5501,http://www.ozonaschools.net,611 AVE D,OZONA,TX,76943,4815690,Regular public school district that is not a component of a supervisory union,PK,12,MR RAUL CHAVARRIA
TX,TEXAS,CROCKETT ISD,(936)544-2125,http://www.crockettisd.net/,1400 W AUSTIN ST,CROCKETT,TX,75835,4815720,Regular public school district that is not a component of a supervisory union,PK,12,MR DAMENION MILLER
TX,TEXAS,CROSBY ISD,(281)328-9200,http://www.crosbyisd.org,14670 FM 2100,CROSBY,TX,77532,4815750,Regular public school district that is not a component of a supervisory union,PK,12,PAULA NANETTE PATTERSON
TX,TEXAS,CROSS PLAINS ISD,(254)725-6121,http://www.crossplainsisd.net,700 N MAIN,CROSS PLAINS,TX,76443,4815810,Regular public school district that is not a component of a supervisory union,PK,12,MR JASON HENRY
TX,TEXAS,CROSS ROADS ISD,(903)489-2001,http://www.crossroadsisd.org,14434 FM 59,MALAKOFF,TX,75148,4815840,Regular public school district that is not a component of a supervisory union,PK,12,MR RICHARD TEDDER
TX,TEXAS,CROWELL ISD,(940)684-1403,http://www.crowellisd.net,400 E LOGAN,CROWELL,TX,79227,4815870,Regular public school district that is not a component of a supervisory union,PK,12,MR DWAIN MILAM
TX,TEXAS,CROWLEY ISD,(817)297-5800,http://www.crowleyisdtx.org,1900 CROWLEY PRIDE DR,FORT WORTH,TX,76036,4815910,Regular public school district that is not a component of a supervisory union,PK,12,DR MICHAEL MCFARLAND
TX,TEXAS,CRYSTAL CITY ISD,(830)374-0075,http://www.crystalcityisd.org,613 W ZAVALA ST,CRYSTAL CITY,TX,78839,4815930,Regular public school district that is not a component of a supervisory union,PK,12,MISS DINA BRIONES
TX,TEXAS,CUERO ISD,(361)275-1914,http://www.cueroisd.org/,960 E BROADWAY,CUERO,TX,77954,4815960,Regular public school district that is not a component of a supervisory union,PK,12,DR MICAH ALAN DYER
TX,TEXAS,CULBERSON COUNTY-ALLAMOORE ISD,(432)283-2245,http://www.ccaisd.net,200 W 7TH ST,VAN HORN,TX,79855,4815990,Regular public school district that is not a component of a supervisory union,PK,12,MR KEN BAUGH
TX,TEXAS,CUMBY COLLEGIATE ISD,(903)994-4800,http://www.cumbyisd.net,301 DONELTON RD,CUMBY,TX,75433,4816020,Regular public school district that is not a component of a supervisory union,PK,12,SHELLY SLAUGHTER
TX,TEXAS,CUSHING ISD,(936)326-4890,http://www.cushingisd.org,1088 W BEARKAT DR,CUSHING,TX,75760,4816080,Regular public school district that is not a component of a supervisory union,PK,12,MRS STEFANI D JACKSON
TX,TEXAS,CYPRESS-FAIRBANKS ISD,(281)897-4000,http://www.cfisd.net,11440 MATZKE RD,CYPRESS,TX,77429,4816110,Regular public school district that is not a component of a supervisory union,PK,12,DR DOUGLAS KILLIAN
TX,TEXAS,D'HANIS ISD,(830)364-4020,http://www.dhanisisd.net/,6751 CR 5216,D'HANIS,TX,78850,4816140,Regular public school district that is not a component of a supervisory union,PK,12,MR BRIAN THOMPSON
TX,TEXAS,DAINGERFIELD-LONE STAR ISD,(903)645-2239,http://dlsisd.org,200 TIGER DR,DAINGERFIELD,TX,75638,4816180,Regular public school district that is not a component of a supervisory union,PK,12,LESIA LEWIS
TX,TEXAS,DALHART ISD,(806)244-7810,http://www.dalhartisd.org,701 E 10TH,DALHART,TX,79022,4816200,Regular public school district that is not a component of a supervisory union,PK,12,MR JEFF BYRD
TX,TEXAS,DALLAS ISD,(972)925-3700,http://www.dallasisd.org,9400 N CENTRAL EXPY,DALLAS,TX,75231,4816230,Regular public school district that is not a component of a supervisory union,PK,12,STEPHANIE ELIZALDE
TX,TEXAS,DAMON ISD,(979)742-3457,http://www.damonisd.net,1211 MULCAHY ST CR 264,DAMON,TX,77430,4816260,Regular public school district that is not a component of a supervisory union,PK,08,DESIREE ADAMS
TX,TEXAS,DANBURY ISD,(979)922-1218,http://www.danburyisd.org,5611 PANTHER DR,DANBURY,TX,77534,4816290,Regular public school district that is not a component of a supervisory union,PK,12,MIKE HOMANN
TX,TEXAS,DARROUZETT ISD,(806)624-2221,http://www.darrouzettisd.gov,102 W KANSAS AVE,DARROUZETT,TX,79024,4816320,Regular public school district that is not a component of a supervisory union,PK,12,MRS JESSICA WEINETTE
TX,TEXAS,DAWSON ISD,(806)489-7568,http://www.dawson.esc17.net/,600 BROWNFIELD HWY,WELCH,TX,79377,4816350,Regular public school district that is not a component of a supervisory union,PK,12,ANDREA FARISH
TX,TEXAS,DAWSON ISD,(254)578-1031,http://www.dawsonisd.net,199 N SCHOOL AVE,DAWSON,TX,76639,4816380,Regular public school district that is not a component of a supervisory union,PK,12,ANDREA FARISH
TX,TEXAS,DAYTON ISD,(936)258-2667,http://www.daytonisd.net/,100 CHERRY CREEK RD,DAYTON,TX,77535,4816410,Regular public school district that is not a component of a supervisory union,PK,12,DR TRAVIS YOUNG
TX,TEXAS,DE LEON ISD,(254)893-8210,http://www.deleon.esc14.net,425 S TEXAS ST,DE LEON,TX,76444,4816440,Regular public school district that is not a component of a supervisory union,PK,12,DR DANA S MARABLE
TX,TEXAS,DECATUR ISD,(940)393-7100,http://www.decaturisd.us,307 S CATES,DECATUR,TX,76234,4816500,Regular public school district that is not a component of a supervisory union,PK,12,TAYLOR WILLIAMS
TX,TEXAS,DEER PARK ISD,(832)668-7000,http://www.dpisd.org,2800 TEXAS AVE,DEER PARK,TX,77536,4816530,Regular public school district that is not a component of a supervisory union,PK,12,DR TIFFANY REGAN
TX,TEXAS,DEKALB ISD,(903)667-2566,http://www.dekalbisd.net,101 W MAPLE ST,DEKALB,TX,75559,4816570,Regular public school district that is not a component of a supervisory union,PK,12,DR DONNA MCDANIEL
TX,TEXAS,DEL VALLE ISD,(512)386-3010,http://www.dvisd.net,5301 ROSS RD,DEL VALLE,TX,78617,4816620,Regular public school district that is not a component of a supervisory union,PK,12,DR MATTHEW GUTIERREZ
TX,TEXAS,DELL CITY ISD,(915)964-2663,http://www.dellcityisd.net,110 N MAIN ST,DELL CITY,TX,79837,4816650,Regular public school district that is not a component of a supervisory union,PK,12,MR MICHAEL STECK
TX,TEXAS,DENISON ISD,(903)462-7000,http://www.denisonisd.net/,1201 S RUSK AVE,DENISON,TX,75020,4816710,Regular public school district that is not a component of a supervisory union,PK,12,DR DAVID KIRKBRIDE
TX,TEXAS,DENTON ISD,(940)369-0000,http://www.dentonisd.org,1307 N LOCUST ST,DENTON,TX,76201,4816740,Regular public school district that is not a component of a supervisory union,PK,12,DR SUSANNAH HOLBERT O'BARA
TX,TEXAS,DENVER CITY ISD,(806)592-5902,http://www.dcisd.org,501 MUSTANG AVE,DENVER CITY,TX,79323,4816770,Regular public school district that is not a component of a supervisory union,PK,12,MR RICK MARTINEZ
TX,TEXAS,DESOTO ISD,(972)223-6666,http://www.desotoisd.org,200 E BELT LINE RD,DESOTO,TX,75115,4816860,Regular public school district that is not a component of a supervisory union,PK,12,DR USAMAH MUHAMMAD-RODGERS
TX,TEXAS,DETROIT ISD,(903)674-6131,http://detroiteagles.net,110 E GARNER AVE,DETROIT,TX,75436,4816890,Regular public school district that is not a component of a supervisory union,PK,12,JEFF BALLARD
TX,TEXAS,DEVERS ISD,(936)549-7135,http://www.deversisd.net,201 S CHISM ST,DEVERS,TX,77538,4816920,Regular public school district that is not a component of a supervisory union,PK,08,ELIZABETH HARRIS
TX,TEXAS,DEVINE ISD,(830)851-0795,http://www.devineisd.org,605 W HONDO,DEVINE,TX,78016,4816950,Regular public school district that is not a component of a supervisory union,PK,12,DR TODD GRANDJEAN
TX,TEXAS,DEW ISD,(903)389-2828,http://www.dewisd.org/,606 CR 481,TEAGUE,TX,75860,4816980,Regular public school district that is not a component of a supervisory union,PK,08,DR KENT REYNOLDS
TX,TEXAS,DEWEYVILLE ISD,(409)746-2731,http://www.deweyvilleisd.com,43200 STATE HWY 87 S,ORANGE,TX,77632,4817010,Regular public school district that is not a component of a supervisory union,PK,12,MR GRADY WELBORN
TX,TEXAS,DIBOLL ISD,(936)829-4718,http://www.dibollisd.com,215 N TEMPLE BLVD,DIBOLL,TX,75941,4817040,Regular public school district that is not a component of a supervisory union,PK,12,DR IGOR GUSYAKOV
TX,TEXAS,DICKINSON ISD,(281)229-6000,http://www.dickinsonisd.org,2218 E FM 517,DICKINSON,TX,77539,4817070,Regular public school district that is not a component of a supervisory union,PK,12,DR REBECCA BROWN
TX,TEXAS,DILLEY ISD,(830)965-1912,http://www.dilleyisd.net,245 W FM 117,DILLEY,TX,78017,4817100,Regular public school district that is not a component of a supervisory union,PK,12,KELLI DUBOSE
TX,TEXAS,DIME BOX ISD,(979)884-3366,http://dimeboxisd.net,1079 STEPHEN F AUSTIN BLVD,DIME BOX,TX,77853,4817130,Regular public school district that is not a component of a supervisory union,PK,12,DR EDNA KENNEDY
TX,TEXAS,DIMMITT ISD,(806)647-3101,http://www.dimmittisd.net,608 W HALSELL ST,DIMMITT,TX,79027,4817160,Regular public school district that is not a component of a supervisory union,PK,12,JILL MILLICAN
TX,TEXAS,DIVIDE ISD,(830)640-3322,http://divideisd.net/,120 DIVIDE SCHOOL RD,MOUNTAIN HOME,TX,78058,4817190,Regular public school district that is not a component of a supervisory union,PK,06,MR CHRISTOPHER YESCHKE
TX,TEXAS,DODD CITY ISD,(903)583-7585,http://www.doddcityisd.net,602 N MAIN ST,DODD CITY,TX,75438,4817280,Regular public school district that is not a component of a supervisory union,PK,12,MR BRUCE C MAUPPIN
TX,TEXAS,DONNA ISD,(956)464-1600,http://www.donnaisd.net,116 N 10TH ST,DONNA,TX,78537,4817390,Regular public school district that is not a component of a supervisory union,PK,12,MS ANGELA DENISE DOMINGUEZ
TX,TEXAS,DOSS CONSOLIDATED CSD,(830)669-2411,http://dossccsd.org,11431 RANCH RD 648,DOSS,TX,78618,4817400,Regular public school district that is not a component of a supervisory union,KG,08,MR JOSEPH GELETKA
TX,TEXAS,DOUGLASS ISD,(936)569-9804,http://www.douglassisd.com,20712 S FM 225,DOUGLASS,TX,75943,4817460,Regular public school district that is not a component of a supervisory union,PK,12,MR JAY TULLOS
TX,TEXAS,DRISCOLL ISD,(361)387-7349,http://www.driscollisd.us,425 W DRAGON ST,DRISCOLL,TX,78351,4817550,Regular public school district that is not a component of a supervisory union,PK,08,DR CYNTHIA MAPLES GARCIA
TX,TEXAS,DUBLIN ISD,(254)445-3341,http://www.dublinisd.us,420 N POST OAK,DUBLIN,TX,76446,4817580,Regular public school district that is not a component of a supervisory union,PK,12,MRS MELISSA SUMMERS
TX,TEXAS,DUMAS ISD,(806)935-6461,http://www.dumasisd.org,421 W 4TH ST,DUMAS,TX,79029,4817610,Regular public school district that is not a component of a supervisory union,PK,12,MONTY HYSINGER
TX,TEXAS,DUNCANVILLE ISD,(972)708-2000,http://www.duncanvilleisd.org,710 S CEDAR RIDGE DR,DUNCANVILLE,TX,75137,4817640,Regular public school district that is not a component of a supervisory union,PK,12,DR T LAMAR GOREE
TX,TEXAS,EAGLE MT-SAGINAW ISD,(817)232-0880,http://www.emsisd.com,1600 MUSTANG ROCK RD,FORT WORTH,TX,76179,4817700,Regular public school district that is not a component of a supervisory union,PK,12,DR JERRY HOLLINGSWORTH
TX,TEXAS,EAGLE PASS ISD,(830)773-5181,http://www.eaglepassisd.net,587 MADISON ST,EAGLE PASS,TX,78852,4817730,Regular public school district that is not a component of a supervisory union,PK,12,MR SAMUEL MIJARES
TX,TEXAS,EANES ISD,(512)732-9000,http://www.eanesisd.net,601 CAMP CRAFT RD,AUSTIN,TX,78746,4817760,Regular public school district that is not a component of a supervisory union,PK,12,KIRK KOENNECKE
TX,TEXAS,EARLY ISD,(325)646-7934,http://www.earlyisd.net/,101 TURTLE CREEK,EARLY,TX,76802,4817790,Regular public school district that is not a component of a supervisory union,PK,12,JOAN OTTEN
TX,TEXAS,EAST BERNARD ISD,(979)335-7519,http://www.ebisd.org,723 COLLEGE ST,EAST BERNARD,TX,77435,4817830,Regular public school district that is not a component of a supervisory union,PK,12,MRS COURTNEY LAYNE HUDGINS
TX,TEXAS,EAST CENTRAL ISD,(210)634-6100,http://www.ecisd.net,6634 NEW SULPHUR SPRINGS RD,SAN ANTONIO,TX,78263,4817850,Regular public school district that is not a component of a supervisory union,PK,12,MR ROLAND TOSCANO
TX,TEXAS,EAST CHAMBERS ISD,(409)296-6100,http://www.eastchambers.net,216 CHAMPIONS LOOP,WINNIE,TX,77665,4817880,Regular public school district that is not a component of a supervisory union,PK,12,ANDREA SMITH
TX,TEXAS,EASTLAND ISD,(254)631-5120,http://www.eastlandisd.net/,209 STE B MAIN ST,EASTLAND,TX,76448,4817960,Regular public school district that is not a component of a supervisory union,PK,12,JEREMY WILLIAMS
TX,TEXAS,ECTOR COUNTY ISD,(432)456-9879,http://www.ectorcountyisd.org,802 N SAM HOUSTON,ODESSA,TX,79760,4818000,Regular public school district that is not a component of a supervisory union,PK,12,DR KEELEY BOYER
TX,TEXAS,ECTOR ISD,(903)961-2355,http://www.ectorisd.net,301 S MAIN,ECTOR,TX,75439,4818030,Regular public school district that is not a component of a supervisory union,PK,12,MRS JENNIFER MORRIS
TX,TEXAS,EDCOUCH-ELSA ISD,(956)262-6000,http://www.eeisd.org,920 W SANTA ROSA AVE,EDCOUCH,TX,78538,4818060,Regular public school district that is not a component of a supervisory union,PK,12,DR SANDRA GARZA OCHOA
TX,TEXAS,EDEN CISD,(325)869-4121,http://www.edencisd.net,420 KELLY ST,EDEN,TX,76837,4818070,Regular public school district that is not a component of a supervisory union,PK,12,MR MATT ODOM
TX,TEXAS,EDGEWOOD ISD,(903)896-4332,http://www.edgewood-isd.net,804 E PINE,EDGEWOOD,TX,75117,4818120,Regular public school district that is not a component of a supervisory union,PK,12,MR SCOTT TYNER
TX,TEXAS,EDGEWOOD ISD,(210)898-2000,http://www.eisd.net,5358 W COMMERCE ST,SAN ANTONIO,TX,78237,4818150,Regular public school district that is not a component of a supervisory union,PK,12,MR SCOTT TYNER
TX,TEXAS,EDINBURG CISD,(956)289-2300,http://www.ecisd.us,411 N 8TH ST,EDINBURG,TX,78541,4818180,Regular public school district that is not a component of a supervisory union,PK,12,DR MARIO H SALINAS
TX,TEXAS,EDNA ISD,(361)782-3573,http://www.ednaisd.org,601 N WELLS,EDNA,TX,77957,4818210,Regular public school district that is not a component of a supervisory union,PK,12,MR ROBERT O'CONNOR
TX,TEXAS,EL CAMPO ISD,(979)543-6771,http://www.ecisd.org,700 W NORRIS ST,EL CAMPO,TX,77437,4818280,Regular public school district that is not a component of a supervisory union,PK,12,ROBERT BOB CALLAGHAN
TX,TEXAS,EL PASO ISD,(915)230-2577,http://www.episd.org,1014 N STANTON,EL PASO,TX,79902,4818300,Regular public school district that is not a component of a supervisory union,PK,12,BRIAN LUSK
TX,TEXAS,ELECTRA ISD,(940)432-3804,http://www.electraisd.net/,400 E ROOSEVELT AVE,ELECTRA,TX,76360,4818330,Regular public school district that is not a component of a supervisory union,PK,12,MR DON HASLEY
TX,TEXAS,ELGIN ISD,(512)281-3434,http://www.elginisd.net,1002 N AVE C,ELGIN,TX,78621,4818360,Regular public school district that is not a component of a supervisory union,PK,12,DR JANA RUETER
TX,TEXAS,ELKHART ISD,(903)764-2952,http://www.elkhartisd.org,301 E PARKER ST,ELKHART,TX,75839,4818390,Regular public school district that is not a component of a supervisory union,PK,12,MR MARVIN THOMPSON
TX,TEXAS,ELYSIAN FIELDS ISD,(903)633-2420,http://www.efisd.net,2099 FM 451,WASKOM,TX,75692,4818480,Regular public school district that is not a component of a supervisory union,PK,12,MRS AMY DICKSON
TX,TEXAS,ENNIS ISD,(972)872-7000,http://www.ennis.k12.tx.us/,303 W KNOX,ENNIS,TX,75119,4818540,Regular public school district that is not a component of a supervisory union,PK,12,DR GREG BRADLEY
TX,TEXAS,ERA ISD,(940)665-5961,http://www.eraisd.net,108 HARGROVE ST,ERA,TX,76238,4818600,Regular public school district that is not a component of a supervisory union,PK,12,JEFF WEBB
TX,TEXAS,EULA ISD,(325)225-0108,http://www.eulaisd.us/,6040 F M 603,CLYDE,TX,79510,4818690,Regular public school district that is not a component of a supervisory union,PK,12,MR TIM KELLEY
TX,TEXAS,EUSTACE ISD,(903)425-5151,http://www.eustaceisd.net,320 FM 316 S,EUSTACE,TX,75124,4818720,Regular public school district that is not a component of a supervisory union,PK,12,BRANDI DYER
TX,TEXAS,EVADALE ISD,(409)276-1337,http://www.evadalek12.net,908 FM 105,EVADALE,TX,77615,4818750,Regular public school district that is not a component of a supervisory union,PK,12,MR KEVIN SHIPLEY
TX,TEXAS,EVANT ISD,(254)471-5536,http://www.evantisd.org,339 MEMORY LN,EVANT,TX,76525,4818780,Regular public school district that is not a component of a supervisory union,PK,12,DR JENNIFER INGRAM
TX,TEXAS,EVERMAN ISD,(817)568-3500,http://www.eisd.org,1520 E EVERMAN PKWY,FORT WORTH,TX,76140,4818810,Regular public school district that is not a component of a supervisory union,PK,12,DR FELICIA T DONALDSON
TX,TEXAS,EXCELSIOR ISD,(936)598-5866,http://www.excelsiorisd.com,11270 STATE HWY 7 W,CENTER,TX,75935,4818840,Regular public school district that is not a component of a supervisory union,PK,08,MR JOHNNY LEWIS
TX,TEXAS,EZZELL ISD,(361)798-4448,http://www.ezzellisd.org,20500 FM 531,HALLETTSVILLE,TX,77964,4818890,Regular public school district that is not a component of a supervisory union,PK,12,LISA BERCKENHOFF
TX,TEXAS,FABENS ISD,(915)765-2600,http://www.fabensisd.net,821 N E AVE G,FABENS,TX,79838,4818900,Regular public school district that is not a component of a supervisory union,PK,12,DR ROGELIO SEGOVIA
TX,TEXAS,FAIRFIELD ISD,(903)389-2532,http://www.fairfieldisd.org,615 POST OAK RD,FAIRFIELD,TX,75840,4818940,Regular public school district that is not a component of a supervisory union,PK,12,MR JOE CRAIG
TX,TEXAS,FALLS CITY ISD,(830)254-3551,http://www.fcisd.net/,700 N NELSON ST,FALLS CITY,TX,78113,4819020,Regular public school district that is not a component of a supervisory union,PK,12,MR TODD PAWELEK
TX,TEXAS,FANNINDEL ISD,(903)367-7251,http://www.fannindel.net,601 W MAIN ST,LADONIA,TX,75449,4819050,Regular public school district that is not a component of a supervisory union,PK,12,TRAVIS WADDELL
TX,TEXAS,FARMERSVILLE ISD,(972)782-6601,http://www.farmersvilleisd.net,501-A HWY 78 N,FARMERSVILLE,TX,75442,4819080,Regular public school district that is not a component of a supervisory union,PK,12,MR MICHEAL FRENCH
TX,TEXAS,FARWELL ISD,(806)481-3371,http://www.farwellschools.org,805 AVE G,FARWELL,TX,79325,4819110,Regular public school district that is not a component of a supervisory union,PK,12,MR COLBY WALDROP
TX,TEXAS,FAYETTEVILLE ISD,(979)378-4242,http://www.fayettevilleisd.net,618 RUSK ST,FAYETTEVILLE,TX,78940,4819140,Regular public school district that is not a component of a supervisory union,PK,12,DR JEFF HARVEY
TX,TEXAS,FERRIS ISD,(972)544-3858,http://www.ferrisisd.org,301 E 5TH ST,FERRIS,TX,75125,4819170,Regular public school district that is not a component of a supervisory union,PK,12,HECTOR MADRIGAL
TX,TEXAS,FLATONIA ISD,(361)865-2941,http://www.flatoniaisd.net,400 E 4TH,FLATONIA,TX,78941,4819280,Regular public school district that is not a component of a supervisory union,PK,12,MR CHRIS EDWARD SODEK
TX,TEXAS,FLORENCE ISD,(254)793-2850,http://florenceisd.net,306 COLLEGE AVE,FLORENCE,TX,76527,4819320,Regular public school district that is not a component of a supervisory union,PK,12,MR RICK KIRKPATRICK
TX,TEXAS,FLORESVILLE ISD,(830)393-5300,http://www.fisd.us,1200 5TH ST,FLORESVILLE,TX,78114,4819350,Regular public school district that is not a component of a supervisory union,PK,12,DR JASON GILSTRAP
TX,TEXAS,FLOUR BLUFF ISD,(361)694-9205,http://www.flourbluffschools.net,2505 WALDRON RD,CORPUS CHRISTI,TX,78418,4819380,Regular public school district that is not a component of a supervisory union,PK,12,CHRIS STEINBRUCK
TX,TEXAS,FLOYDADA COLLEGIATE ISD,(806)983-3498,http://www.floydadaisd.esc17.net,226 W CALIFORNIA ST,FLOYDADA,TX,79235,4819440,Regular public school district that is not a component of a supervisory union,PK,12,DR GILBERT TREVINO
TX,TEXAS,FOLLETT ISD,(806)653-2301,http://www.follettisd.net,205 E IVANHOE (HIGHWAY15),FOLLETT,TX,79034,4819500,Regular public school district that is not a component of a supervisory union,PK,12,MRS MEGAN ROBERTSON
TX,TEXAS,FORESTBURG ISD,(940)964-2323,http://www.forestburgisd.net,16346 FM 455,FORESTBURG,TX,76239,4819530,Regular public school district that is not a component of a supervisory union,PK,12,JASON BRILES
TX,TEXAS,FORNEY ISD,(469)762-4100,http://www.forneyisd.net,600 S BOIS D'ARC ST,FORNEY,TX,75126,4819560,Regular public school district that is not a component of a supervisory union,PK,12,DR JUSTIN TERRY
TX,TEXAS,FORSAN ISD,(432)457-2223,http://forsan.esc18.net/,411 W 6TH,FORSAN,TX,79733,4819620,Regular public school district that is not a component of a supervisory union,PK,12,MR MICHAEL VALENCIA
TX,TEXAS,FORT BEND ISD,(281)634-1007,http://www.fortbend.k12.tx.us/,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479,4819650,Regular public school district that is not a component of a supervisory union,PK,12,DR MARCELL SMITH
TX,TEXAS,FORT WORTH ISD,(817)814-2000,http://www.fwisd.org,7060 CAMP BOWIE BLVD,FORT WORTH,TX,76116,4819700,Regular public school district that is not a component of a supervisory union,PK,12,KAREN MOLINAR
TX,TEXAS,FRANKLIN ISD,(979)828-7000,http://www.franklinisd.net,1216 W FM 1644,FRANKLIN,TX,77856,4819740,Regular public school district that is not a component of a supervisory union,PK,12,MR RUSSELL WHITE
TX,TEXAS,FRANKSTON ISD,(903)876-2556,http://www.frankstonisd.net,100 PERRY ST,FRANKSTON,TX,75763,4819770,Regular public school district that is not a component of a supervisory union,PK,12,NICCI COOK
TX,TEXAS,FREER ISD,(361)394-6025,http://www.freerisd.org,905 S NORTON,FREER,TX,78357,4819820,Regular public school district that is not a component of a supervisory union,PK,12,CONRAD CANTU
TX,TEXAS,FRENSHIP ISD,(806)866-9541,http://www.frenship.net,501 7TH ST,WOLFFORTH,TX,79382,4819830,Regular public school district that is not a component of a supervisory union,PK,12,DR MICHELLE MCCORD
TX,TEXAS,FREDERICKSBURG ISD,(830)997-9551,http://www.fisd.org/,234 FRIENDSHIP LN,FREDERICKSBURG,TX,78624,4819840,Regular public school district that is not a component of a supervisory union,PK,12,DR ANN DIXON
TX,TEXAS,FRIENDSWOOD ISD,(281)482-1267,http://www.myfisd.com,302 LAUREL DR,FRIENDSWOOD,TX,77546,4819950,Regular public school district that is not a component of a supervisory union,PK,12,THAD ROHER
TX,TEXAS,FRIONA ISD,(806)250-2747,http://www.frionaisd.com/,909 E 11TH ST,FRIONA,TX,79035,4819980,Regular public school district that is not a component of a supervisory union,PK,12,DANIEL ROSALES
TX,TEXAS,FRISCO ISD,(469)633-6000,http://www.friscoisd.org,5515 OHIO DR,FRISCO,TX,75035,4820010,Regular public school district that is not a component of a supervisory union,PK,12,DR MICHAEL WALDRIP
TX,TEXAS,FROST ISD,(903)998-7201,http://www.frostisd.org,208 N WYRICK,FROST,TX,76641,4820040,Regular public school district that is not a component of a supervisory union,PK,12,MR LEROY JOFFRE
TX,TEXAS,FRUITVALE ISD,(903)896-1191,http://www.fruitvaleisd.com,244 VZ COUNTY RD 1910,FRUITVALE,TX,75127,4820070,Regular public school district that is not a component of a supervisory union,PK,12,MRS REBECCA BAIN
TX,TEXAS,FT DAVIS ISD,(432)426-4440,http://www.fdisd.com,401 W WEBSTER AVE,FT DAVIS,TX,79734,4820100,Regular public school district that is not a component of a supervisory union,PK,12,MR RALPH TRAYNHAM
TX,TEXAS,FT HANCOCK ISD,(915)769-3811,http://www.fhisd.net,100 SCHOOL DR,FT HANCOCK,TX,79839,4820130,Regular public school district that is not a component of a supervisory union,PK,12,MR JOSE G FRANCO
TX,TEXAS,FT SAM HOUSTON ISD,(210)368-8701,http://www.fshisd.net,4005 WINANS RD,SAN ANTONIO,TX,78234,4820160,Regular public school district that is not a component of a supervisory union,PK,12,DR GARY D BATES
TX,TEXAS,FORT STOCKTON ISD,(432)336-4000,http://www.fsisd.net,101 W DIVISION ST,FORT STOCKTON,TX,79735,4820190,Regular public school district that is not a component of a supervisory union,PK,12,GIL-REY MADRID
TX,TEXAS,GAINESVILLE ISD,(940)665-4362,http://www.gainesvilleisd.org,800 S MORRIS ST,GAINESVILLE,TX,76240,4820220,Regular public school district that is not a component of a supervisory union,PK,12,DR DESMONTES STEWART
TX,TEXAS,GALENA PARK ISD,(832)386-1000,http://www.galenaparkisd.com,14705 WOODFOREST BLVD,HOUSTON,TX,77015,4820250,Regular public school district that is not a component of a supervisory union,PK,12,DR JOHN MOORE
TX,TEXAS,GALVESTON ISD,(409)766-5100,http://www.gisd.org,3904 AVE T,GALVESTON,TX,77550,4820280,Regular public school district that is not a component of a supervisory union,PK,12,DR MATTHEW NEIGHBORS
TX,TEXAS,GANADO ISD,(361)771-4200,http://www.ganadoisd.org,210 S SIXTH ST,GANADO,TX,77962,4820310,Regular public school district that is not a component of a supervisory union,PK,12,JONATHON A SZYMANSKI
TX,TEXAS,GARLAND ISD,(972)494-8201,http://www.garlandisd.net,501 S JUPITER,GARLAND,TX,75042,4820340,Regular public school district that is not a component of a supervisory union,PK,12,DR RICARDO LOPEZ
TX,TEXAS,GARNER ISD,(940)682-4251,http://www.garnerisd.net,2222 GARNER SCHOOL RD,WEATHERFORD,TX,76088,4820370,Regular public school district that is not a component of a supervisory union,PK,12,REBECCA HALLMARK
TX,TEXAS,GARRISON ISD,(936)347-7000,http://www.garrisonisd.com,459 N US HWY 59,GARRISON,TX,75946,4820400,Regular public school district that is not a component of a supervisory union,PK,12,MR TROY REID SPIVEY
TX,TEXAS,GARY ISD,(903)685-2291,http://www.garyisd.org,132 BOBCAT TRAIL,GARY,TX,75643,4820460,Regular public school district that is not a component of a supervisory union,PK,12,MR TODD GREER
TX,TEXAS,GATESVILLE ISD,(254)865-7251,http://www.gatesvilleisd.org,311 S LOVERS LN,GATESVILLE,TX,76528,4820500,Regular public school district that is not a component of a supervisory union,PK,12,DR BARRETT POLLARD
TX,TEXAS,GAUSE ISD,(979)279-5891,http://www.gauseisd.net,400 COLLEGE,GAUSE,TX,77857,4820520,Regular public school district that is not a component of a supervisory union,PK,08,TERESA RUSSELL
