RCDTS,DistrictName,Superintendent,Telephone,Website,City,CountyName,GradesServed,Mailing Address,Zip
340490030,Beach Park CCSD 3,Dr. Denise Wilcox,847-599-5070,http://bpd3.org,Beach Park,Lake,P-8,11315 W Wadsworth Rd,60099 3359
340490060,Zion ESD 6,Dr. Julious Lawson,847-872-5455,,Zion,Lake,P-8,2800 29th St,60099 3010
340490240,Millburn CCSD 24,Dr. Jason J Lind,847-356-8331,http://www.millburn24.net,Old Mill Creek,Lake,P-8,18550 W Millburn Rd,60083 9248
340490330,Emmons SD 33,Dr. Lynette  Zimmer,847-395-1105,http://www.emmons33.org,Antioch,Lake,K-8,24226 W Beach Grove Rd,60002 2234
340490340,Antioch CCSD 34,Mr. Aron Borowiak,847-838-8401,http://www.antioch34.com,Antioch,Lake,P-8,964 Spafford St,60002 1459
340490360,Grass Lake SD 36,Dr. William Newby,847-395-1550,http://www.gls36.org,Antioch,Lake,P-8,26177 W Grass Lake Rd,60002 9613
340490370,Gavin SD 37,Dr. Scott Schwartz,224-577-4112,http://www.gavin37.org,Ingleside,Lake,P-8,25775 W IL Route 134,60041 9587
340490380,Big Hollow SD 38,Mr. Robert Gold,847-740-1490,http://www.bighollow.us,Ingleside,Lake,P-8,26051 W Nippersink Rd,60041 8785
340490410,Lake Villa CCSD 41,Dr. Sandra Keim-Bounds,847-356-2385,https://www.district41.org/,Lake Villa,Lake,P-8,131 McKinley Ave,60046 8986
340490460,Grayslake CCSD 46,Dr. Lynn Glickman,847-223-3650,http://www.d46.org,Grayslake,Lake,P-8,565 Frederick Rd,60030 3909
340490500,Woodland CCSD 50,Dr. Robert Machak,847-596-5601,http://www.dist50.net,Gurnee,Lake,P-8,1105 N Hunt Club Rd,60031 2418
340490560,Gurnee SD 56,Dr. Luis Correa,847-336-0800,http://www.d56.org,Gurnee,Lake,P-8,3706 Florida Ave,60031 5527
340490600,Waukegan CUSD 60,Ms. Theresa Plascencia,224-303-1000,http://www.wps60.org,Waukegan,Lake,P-12,214 Washington St,60085 5618
340490650,Lake Bluff ESD 65,Dr. Lisa Leali,847-234-9400,http://www.lb65.org,Lake Bluff,Lake,P-8,121 E Sheridan Pl,60044 2632
340490670,Lake Forest SD 67,Dr. Matthew Montgomery,847-604-7401,,Lake Forest,Lake,P-8,300 S Waukegan Rd,60045 2643
340490680,Oak Grove SD 68 Green Oaks,Dr. Bryan Zwemke,847-367-4120,http://www.ogschool.org,Libertyville,Lake,P-8,1700 Oplaine Rd,60048 1541
340490700,Libertyville SD 70,Mrs. Rebecca A Jenkins,847-362-9695,,Libertyville,Lake,P-8,1381 Lake St,60048 1729
340490720,Rondout SD 72,Dr. Jenny T Wojcik,847-362-2021,http://www.rondout.org,Lake Forest,Lake,K-8,28593 N Bradley Rd,60045 1154
340490730,Hawthorn CCSD 73,Dr. Peter Hannigan,847-990-4244,http://www.hawthorn73.org,Vernon Hills,Lake,P-8,841 W End Ct,60061 1376
340490750,Mundelein ESD 75,Dr. Corey Tafoya,847-949-2700,http://www.district75.org,Mundelein,Lake,P-8,470 N Lake St,60060 1825
340490760,Diamond Lake SD 76,Dr. Erin Knoll,847-566-9221,http://www.dist76.org,Mundelein,Lake,P-8,26156 N Acorn Ln,60060 4071
340490790,Fremont SD 79,Dr. Trisha Kocanda,847-566-0169,http://www.fsd79.org,Mundelein,Lake,P-8,28855 N Fremont Center Rd,60060 9451
340490950,Lake Zurich CUSD 95,Dr. Kelley Gallt,847-438-2831,http://www.lz95.org,Lake Zurich,Lake,P-12,832 S Rand Rd,60047 2465
340490960,Kildeer Countryside CCSD 96,Ms. Kathryn E Sheridan,847-459-4260,http://www.kcsd96.org,Buffalo Grove,Lake,P-8,1050 Ivy Hall Ln,60089 1333
340491020,Aptakisic-Tripp CCSD 102,Dr. Jessica McIntyre,847-353-5660,http://www.d102.org,Buffalo Grove,Lake,P-8,1351 Abbott Court,60089 7040
340491030,Lincolnshire-Prairieview SD 103,Dr. Scott H Warren,847-295-4030,http://www.d103.org,Lincolnshire,Lake,P-8,111 Barclay Blvd Ste 100,60069 3610
340491060,Bannockburn SD 106,Dr. Scott Herrmann,847-945-5900,,Bannockburn,Lake,K-8,2165 Telegraph Rd,60015 1531
340491090,Deerfield SD 109,Mr. Michael V Simeck,847-945-1844,http://www.dps109.org,Deerfield,Lake,P-8,517 Deerfield Rd,60015 4408
340491120,North Shore SD 112,Dr. Michael Lubelfeld,224-765-3000,http://www.nssd112.org,Highwood,Lake,P-8,445 Sheridan Rd,60040 1317
340491130,Twp HSD 113,Dr. Chala Holland,224-765-1001,http://www.dist113.org,Highland Park,Lake,9-12,1040 Park Ave W,60035 2257
340491140,Fox Lake GSD 114,Mrs. Heather Friziellie,847-973-4027,http://www.d114.org,Spring Grove,Lake,P-8,29067 W Grass Lake Rd,60081 9494
340491150,Lake Forest CHSD 115,Dr. Matthew Montgomery,847-604-7401,http://lfhs.org,Lake Forest,Lake,9-12,300 S Waukegan Rd,60045 2643
340491160,Round Lake CUSD 116,Dr. Donn Mendoza,847-270-9003,http://www.rlas-116.org,Round Lake,Lake,P-12,811 Sunset Dr,60073 2827
340491170,CHSD 117,Dr. Jeff Feucht,847-838-7679,http://www.chsd117.org,Lake Villa,Lake,9-12,1625 Deep Lake Rd,60046 5324
340491180,Wauconda CUSD 118,Dr. Todd Leden,847-526-7690,http://www.d118.org,Wauconda,Lake,P-12,555 N Main St,60084 1229
340491200,Mundelein Cons HSD 120,Dr. Corey Tafoya,847-949-2700,http://www.d120.org,Mundelein,Lake,9-12,1500 W Hawley St,60060 1508
340491210,Warren Twp HSD 121,Dr. Daniel Woestman,847-548-7144,http://www.d121.org,Gurnee,Lake,9-12,34090 N Almond Rd,60031 5310
340491240,Grant CHSD 124,Dr. Jeremy Schmidt,847-587-2561,http://www.grantbulldogs.org,Fox Lake,Lake,9-12,285 E Grand Ave,60020 1634
340491250,Adlai E Stevenson HSD 125,Dr. Eric Twadell,847-415-4000,http://www.d125.org,Lincolnshire,Lake,9-12,2 Stevenson Dr,60069 2824
340491260,Zion-Benton Twp HSD 126,Dr. Jesse J Rodriguez,847-731-9792,http://www.zb126.org,Zion,Lake,9-12,3901 21st St,60099 1476
340491270,Grayslake CHSD 127,Dr. Mikkel Storaasli,847-986-3400,http://www.d127.org,Grayslake,Lake,9-12,400 N Lake St,60030 1430
340491280,CHSD 128,Dr. Marc Schaffer,847-247-4510,http://www.d128.org,Vernon Hills,Lake,9-12,50 Lakeview Pkwy Ste 101,60061 1578
340491870,North Chicago SD 187,Dr. John P Price,847-689-8150,http://www.d187.org,North Chicago,Lake,P-12,2000 Lewis Ave,60064 2543
340492200,Barrington CUSD 220,Dr. Craig Winkelman,847-381-6300,http://www.barrington220.org,Barrington,Lake,P-12,515 W Main St,60010 4175
350500010,Leland CUSD 1,Dr. Dan McDonnell,815-495-3821,http://www.leland1.org,Leland,La Salle,P-12,370 N Main St,60531 9400
350500020,Serena CUSD 2,Mr. Richard Faivre,815-496-2850,http://www.unit2.net,Serena,La Salle,K-12,PO Box 107,60549 0107
350500090,Earlville CUSD 9,Mr. James Hermes,815-246-8361,http://www.earlvillecusd9.org/,Earlville,La Salle,P-12,PO Box 539,60518 0539
350500175,Dimmick Community Consolidated SD #175,Dr. Jon Fox,815-223-2933,,La Salle,La Salle,K-8,297 N 33rd Rd,61301 9728
350500400,Streator Twp HSD 40,Mr. Scott Cameron,815-672-0545,http://streatorhs.org,Streator,La Salle,9-12,202 W Lincoln Ave,61364 2102
350500440,Streator ESD 44,Dr. Jeffrey Alstadt,815-672-2926,http://www.ses44.net,Streator,La Salle,P-8,1520 N Bloomington St,61364 1312
350500650,Allen-Otter Creek CCSD 65,Dr. Lindsey  Paul,815-586-4611,http://ransomgradeschool.net,Ransom,La Salle,K-8,400 S Lane St,60470 8087
350500790,Tonica CCSD 79,Mr. Robert Ketcham,815-442-3420,http://www.tonicagradeschool.org,Tonica,La Salle,P-8,535 N 1981st Rd,61370 9660
350500820,Deer Park CCSD 82,Mr. Ted Sanders,815-434-6930,http://www.deerpark.k12.il.us,Ottawa,La Salle,K-8,2350 E 1025th Rd,61350 9253
350500950,Grand Ridge CCSD 95,Dr. Adam Kueltzo,815-249-6225,http://www.grgs95.org,Grand Ridge,La Salle,K-8,400 W Main St,61325 9687
350501200,La Salle-Peru Twp HSD 120,Ingrid Cushing,815-223-2373,http://www.lphs.net,La Salle,La Salle,9-12,541 Chartres St,61301 2012
350501220,La Salle ESD 122,Mr. Brian DeBernardi,815-223-0786,http://www.lasalleschools.net,La Salle,La Salle,P-8,1165 Saint Vincents Ave,61301 1628
350501240,Peru ESD 124,Mr. Ryan Linnig,815-223-1111,http://www.perued.net,Peru,La Salle,P-8,1800 Church St,61354 1615
350501250,Oglesby ESD 125,Mr. Michael J Pillion,815-883-9297,http://www.ops125.net,Oglesby,La Salle,P-8,755 Bennett Ave,61348 1067
350501400,Ottawa Twp HSD 140,Dr. Michael Cushing,815-433-1323,http://www.ottawahigh.com,Ottawa,La Salle,9-12,211 E Main St,61350 3111
350501410,Ottawa ESD 141,Ms. Marissa Darlington,815-433-1133,http://www.oes141.org,Ottawa,La Salle,P-8,320 W Main St,61350 2825
350501500,Marseilles ESD 150,Mrs. Brenda Donahue,815-554-4338,http://mes150.org,Marseilles,La Salle,P-8,201 Chicago St,61341 2058
350501600,Seneca Twp HSD 160,Mr. Daniel B Stecken,815-357-5000,http://www.senecahs.org,Seneca,La Salle,9-12,PO Box 20,61360 0020
350501700,Seneca CCSD 170,Dr. Ryan Hansen,815-357-8744,http://www.sgs170.org,Seneca,La Salle,P-8,174 Oak St,61360 9500
350501850,Waltham CCSD 185,Mrs. Kristine M Eager,815-667-4417,http://www.wesd185.org,Utica,La Salle,P-8,2902 N Il Route 178,61373 9717
350501950,Wallace CCSD 195,Mr. Toby Coates,815-433-2986,http://www.wallacegs.org,Ottawa,La Salle,P-8,1463 N 33rd Rd,61350 9622
350502100,Miller Twp CCSD 210,Dr. Kristin Heredia,815-357-8151,http://www.miltonpope.net,Marseilles,La Salle,K-8,3197 E 28th Rd,61341 9567
350502300,Rutland CCSD 230,Michael Matteson,815-433-2949,,Ottawa,La Salle,P-8,3231 N Il Route 71,61350 9410
350502800,Mendota Twp HSD 280,Dr. Denise Aughenbaugh,815-539-7446,,Mendota,La Salle,9-12,2300 W Main St,61342 1061
350502890,Mendota CCSD 289,Mr. Brad Cox,815-539-7631,http://www.m289.org,Mendota,La Salle,P-8,1806 Guiles Ave,61342 1204
350504250,Lostant CUSD 425,Mr. Robert Ketcham,815-368-3392,http://www.lostantcomets.org,Lostant,La Salle,K-8,315 W 3rd St,61334 9021
350590050,Henry-Senachwine CUSD 5,Dr. Michael S Miller,309-364-3614,http://www.hscusd5.org,Henry,Marshall,P-12,1023 College St,61537 1074
350590070,Midland CUSD 7,Mr. Jeremy Gauwitz,309-469-2061,http://www.midland-7.net,Sparland,Marshall,P-12,901 Hilltop Dr,61565 9792
350785350,Putnam County CUSD 535,Clayton J Theisinger,815-882-2800,,Granville,Putnam,P-12,400 E Silverspoon Ave,61326 9697
390550010,Argenta-Oreana CUSD 1,Mr. Damian D Jones,217-795-2313,http://www.argenta-oreana.org,Argenta,Macon,P-12,PO Box 440,62501 0440
390550020,Maroa Forsyth CUSD 2,Mr. Adam Ibbotson,217-877-2023,http://www.mfschools.net,Maroa,Macon,P-12,450 W Washington St,61756 9204
390550030,Mt Zion CUSD 3,Dr. Travis Roundcount,217-864-2366,http://www.mtzschools.org,Mt Zion,Macon,P-12,1595 W Main St,62549 1300
390550090,Sangamon Valley CUSD 9,Dr. Jonathan D Field,217-668-2338,http://www.sangamonvalley.org,Niantic,Macon,P-12,398 N Illinois St,62551
390550110,Warrensburg-Latham CUSD 11,Mrs. Cheryl L Warner,217-672-3514,http://wl.k12.il.us,Warrensburg,Macon,P-12,430 W North St,62573 2001
390550150,Meridian CUSD 15,Dr. Shane Gordon,217-764-5269,http://www.meridianhawks.net,Macon,Macon,P-12,PO Box 347,62544 0347
390550610,Decatur SD 61,Dr. Rochelle Clark,217-362-3010,http://www.dps61.org,Decatur,Macon,P-12,101 W Cerro Gordo St,62523 1001
390740050,Bement CUSD 5,Mrs. Mary Vogt,217-678-4200,http://www.bement.k12.il.us,Bement,Piatt,P-12,201 S Champaign St,61813 1512
390740250,Monticello CUSD 25,Adam Clapp,217-762-8511,http://www.sages.us,Monticello,Piatt,P-12,2 Sage Dr,61856 1813
390740570,Deland-Weldon CUSD 57,Dr. Michael Tresnak,309-928-7691,http://www.dwschools.org,De Land,Piatt,P-12,304 E IL Route 10,61839 7020
390741000,Cerro Gordo CUSD 100,Dr. Emily Weidner,217-763-5221,http://www.cgbroncos.org,Cerro Gordo,Piatt,P-12,PO Box 79,61818 0079
400070400,Calhoun CUSD 40,Mrs. Lori Young,618-576-2722,http://www.calhoun.k12.il.us,Hardin,Calhoun,P-12,101 Calhoun Ave,62047 0387
400070420,Brussels CUSD 42,Dr. Lori Hopkins,618-883-2131,http://www.brussels42.net,Brussels,Calhoun,K-12,PO Box 128,62013 0128
400310010,Carrollton CUSD 1,Mr. Jason Bauer,217-942-5314,http://www.c-hawks.net,Carrollton,Greene,P-12,950A 3rd St,62016 1506
400310030,North Greene CUSD 3,Mrs. Jaclyn Kuchy,217-374-2842,http://www.northgreene.com,White Hall,Greene,P-12,250 E Sherman St,62092 1359
400310100,Greenfield CUSD 10,Mr. Andy Stumpf,217-368-2447,http://www.greenfieldschools.org,Greenfield,Greene,P-12,311 Mulberry St,62044 1325
400421000,Jersey CUSD 100,Mr. Brad Tuttle,618-498-5561,http://www.jersey100.org,Jerseyville,Jersey,P-12,100 Lincoln Ave,62052 1473
400560010,Carlinville CUSD 1,Dr. Becky Schuchman,217-854-9823,http://www.cusd1.com,Carlinville,Macoupin,P-12,829 W Main St,62626 1261
400560020,Northwestern CUSD 2,Mr. Patrick Bowman,217-436-2210,http://www.northwestern.k12.il.us,Palmyra,Macoupin,P-12,30510 Route 111,62674 6300
400560050,Mount Olive CUSD 5,Stephanie M Cann,217-999-7831,http://mtoliveschools.org,Mount Olive,Macoupin,P-12,804 W Main St,62069 1549
400560060,Staunton CUSD 6,Mr. Brett Allen,618-635-2962,http://www.stauntonschools.org,Staunton,Macoupin,P-12,604 N Franklin St,62088 1024
400560070,Gillespie CUSD 7,Mr. Robert S Owsley,217-839-2464,http://www.gcusd7.org,Gillespie,Macoupin,P-12,510 W Elm St,62033 1167
400560080,Bunker Hill CUSD 8,Dr. Todd Dugan,618-585-3116,http://www.bhcusd.org,Bunker Hill,Macoupin,P-12,504 E Warren St,62014 1102
400560090,Southwestern CUSD 9,Dr. Kevin Bowman,618-372-3813,http://www.piasabirds.net,Brighton,Macoupin,P-12,PO Box 728,62012 0728
400560340,North Mac CUSD 34,Mr. Kyle Hacke,217-627-2915,http://www.northmacschools.org,Girard,Macoupin,P-12,525 N 3rd St,62640 1157
410570010,Roxana CUSD 1,Mrs. Debra Kreutztrager,618-254-7541,http://www.rcusd.org,Roxana,Madison,P-12,401 Chaffer Ave,62084 1125
410570020,Triad CUSD 2,Dr. Jason Henderson,618-667-5400,https://www.tcusd2.org,Troy,Madison,P-12,203 E Throp St,62294 1231
410570030,Venice CUSD 3,Dr. Cynthia Tolbert,618-274-7953,http://www.venice.k12.il.us,Venice,Madison,P-8,300 4th St,62090 1015
410570050,Highland CUSD 5,Mr. Michael S Sutton,618-654-2106,http://www.highlandcusd5.org,Highland,Madison,P-12,400 Broadway,62249 2024
410570070,Edwardsville CUSD 7,Dr. Allen Duncan,618-656-1182,,Edwardsville,Madison,P-12,708 Saint Louis St,62025 1427
410570080,Bethalto CUSD 8,Dr. Jill Griffin,618-377-7200,http://www.bethalto.org,Bethalto,Madison,P-12,101 School St,62010 1005
410570090,Granite City CUSD 9,Dr. Donald Harris,618-451-5800,http://www.gcsd9.net,Granite City,Madison,P-12,3200 Maryville Rd,62040 5144
410570100,Collinsville CUSD 10,Dr. Mark B Skertich,618-346-6350,http://www.kahoks.org,Collinsville,Madison,P-12,201 W Clay St,62234 3219
410570110,Alton CUSD 11,Mrs. Elaine Kane,618-474-2600,http://altonschools.org,Alton,Madison,P-12,550 Landmarks Blvd Ste A,62002 6321
410570120,Madison CUSD 12,Dr. Andrew P Reinking,618-877-1712,http://www.madisoncusd12.org,Madison,Madison,P-12,602 Farrish St,62060 1567
410570130,East Alton SD 13,Ms. Nancy Werden,618-433-2051,http://www.easd13.org,East Alton,Madison,P-8,210 E Saint Louis Ave,62024 1455
410570140,East Alton-Wood River CHSD 14,Mr. Timothy Rob Miller,618-254-3151,http://www.eawr.org,Wood River,Madison,9-12,777 N Wood River Ave,62095 1227
410570150,Wood River-Hartford ESD 15,Dr. Patrick Anderson,618-254-0607,http://www.wrh15.org,Wood River,Madison,P-8,501 E Lorena Ave,62095 2123
440630020,Nippersink SD 2,Dr. Tom Lind,815-678-6863,http://www.nippersinkdistrict2.org,Richmond,McHenry,P-8,4213 US Highway 12,60071 9732
440630030,Fox River Grove Cons SD 3,Dr. Matt Mayer,847-516-5100,http://www.dist3.org,Fox River Grove,McHenry,P-8,403 Orchard St,60021 1145
440630120,Johnsburg CUSD 12,Dr. Jason Nault,815-385-6916,http://www.johnsburg12.org,Johnsburg,McHenry,P-12,2222 Church St,60051 5910
440630150,McHenry CCSD 15,Dr. Josh Reitz,779-244-1000,http://www.d15.org,Mchenry,McHenry,P-8,420 Front St,60050 5528
440630180,Riley CCSD 18,Mr. Jason Grey,815-568-8637,http://riley18.org,Marengo,McHenry,K-8,9406 Riley Rd,60152 9013
440630190,Alden Hebron SD 19,Mrs. Tiffany Elswick,815-648-2442,http://www.alden-hebron.org,Hebron,McHenry,P-12,9604 Illinois St,60034 9618
440630260,Cary CCSD 26,Dr. Jennifer Thomas,224-357-5100,http://www.cary26.org,Cary,McHenry,P-8,2115 Crystal Lake Rd,60013 1426
440630360,Harrison SD 36,Dr. Susan Wings,815-653-2311,http://www.hsd36.org,Wonder Lake,McHenry,P-8,6809 Mccullom Lake Rd,60097 9546
440630460,Prairie Grove CSD 46,Dr. Bhavna Sharma-Lewis,815-459-3023,http://www.dist46.org,Crystal Lake,McHenry,P-8,3223 IL Route 176,60014 2145
440630470,Crystal Lake CCSD 47,Dr. Kathy J Hinz,815-788-5000,http://www.d47.org,Crystal Lake,McHenry,P-8,300 Commerce Dr,60014 3503
440630500,Harvard CUSD 50,Dr. Brandon White,815-943-4022,http://www.cusd50.org,Harvard,McHenry,P-12,401 N Division St,60033 3031
440631540,Marengo CHSD 154,Mr. David Engelbrecht,815-568-6511,,Marengo,McHenry,9-12,110 Franks Rd,60152 3425
440631550,CHSD 155,Dr. Neil Lesinski,815-455-8500,,Crystal Lake,McHenry,9-12,1 Virginia Rd,60014 7901
440631560,McHenry CHSD 156,Dr. Ryan McTague,815-759-2022,http://www.dist156.org,McHenry,McHenry,9-12,4716 W Crystal Lake Rd,60050 5427
440631570,Richmond-Burton CHSD 157,Dr. Tom Lind,815-678-4242,http://www.rbchs.com,Richmond,McHenry,9-12,4213 US Highway 12,60071 9732
440631580,Huntley Community School District 158,Ms. Jessica Lombard,847-659-6158,http://huntley158.org,Algonquin,McHenry,P-12,650 Dr John Burkey Dr,60102 4423
440631650,Marengo-Union E Cons D 165,Dr. Lea Damisch,815-568-8323,http://marengo165.org,Marengo,McHenry,P-8,816 E Grant Hwy,60152 3400
440632000,Woodstock CUSD 200,Dr. Michael Moan,815-337-5406,http://www.woodstockschools.org,Woodstock,McHenry,P-12,2990 Raffel Rd,60098 3126
450670030,Valmeyer CUSD 3,Mr. Eric Frankford,618-935-2100,,Valmeyer,Monroe,P-12,300 S Cedar Bluff Dr,62295 3133
450670040,Columbia CUSD 4,Mr. Christopher Grode,618-281-4772,http://www.columbia4.org,Columbia,Monroe,P-12,5 Veterans Pkwy,62236 1147
450670050,Waterloo CUSD 5,Mr. Brian D Charron,618-939-3453,http://www.wcusd5.net,Waterloo,Monroe,P-12,302 Bellefontaine Dr,62298 1790
450790010,Coulterville USD 1,Vince Hughes,618-758-2881,http://www.cvillecusd1.com,Coulterville,Randolph,P-12,PO Box 396,62237 0396
450791220,Chester N HSD 122,Mr. Ryan McClellan,618-473-8945,http://www.roe45.org,Red Bud,Randolph,,134 N Main St,62278 1072
450791320,Red Bud CUSD 132,Mr. Jonathan Tallman,618-282-3507,http://www.redbud132.org,Red Bud,Randolph,P-12,815 Locust St,62278 1210
450791340,Prairie Du Rocher CCSD 134,Mrs. Suzanne McCarty,618-284-3530,,Prairie Du Rocher,Randolph,P-8,714 Middle St,62277 2136
450791380,Steeleville CUSD 138,Dr. Stephanie L Mulholland,618-965-3469,http://www.steeleville138.org,Steeleville,Randolph,P-12,609 S Sparta St,62288 2130
450791390,Chester CUSD 139,Kimberly Briggs,618-826-4509,http://www.chester139.com/,Chester,Randolph,P-12,1940 Swanwick St,62233 1127
450791400,Sparta CUSD 140,Mr. Chris Miesner,618-443-5331,https://www.sparta140.org/,Sparta,Randolph,P-12,203B Dean Ave,62286 2301
470521700,Dixon USD 170,Mrs. Margo D Empen,815-373-4966,http://www.dps170.org,Dixon,Lee,P-12,1335 Franklin Grove Rd,61021 9257
470522200,Steward ESD 220,Mr. Steven Simpson,815-396-2413,http://www.stewardschool220.org,Steward,Lee,K-8,PO Box 76,60553 0076
470522710,Paw Paw CUSD 271,Jennifer DuBois,815-627-2841,http://2paws.net,Paw Paw,Lee,P-12,PO Box 508,61353 0508
470522720,Amboy CUSD 272,Mr. Joshua Nichols,815-857-2164,http://www.amboy.net,Amboy,Lee,P-12,11 E Hawley St,61310 1430
470522750,Ashton-Franklin Center CUSD 275,Mr. Michael Lindy,815-453-7461,http://www.afcschools.net,Ashton,Lee,P-12,611 Western Ave,61006 9445
470711440,Kings Cons SD 144,Mr. Matt Lamb,815-562-7191,http://kings144.org,Kings,Ogle,K-8,100 1st St,61068 4500
470711610,Creston CCSD 161,Mrs. Nicole Zellmer,815-384-3920,http://www.crestonschool.org,Creston,Ogle,K-8,PO Box 37,60113 0037
470712120,Rochelle Twp HSD 212,Dr. Jason M Harper,815-562-4161,http://www.rthsd212.org,Rochelle,Ogle,9-12,1401 Flagg Rd,61068 6400
470712200,Oregon CUSD 220,Dr. Phillip Caposey,815-732-5300,http://www.ocusd.net,Oregon,Ogle,P-12,206 S 10th St,61061 1711
470712210,Forrestville Valley CUSD 221,Mrs. Sheri Smith,815-938-2036,http://www.fvdistrict221.org/,Forreston,Ogle,P-12,PO Box 665,61030 0665
470712220,Polo CUSD 222,Dr. Kelly Mandrell,815-946-3815,http://www.poloschools.net,Polo,Ogle,P-12,100 S Union Ave,61064 1724
470712230,Meridian CUSD 223,Dr. Michael Plourde,815-645-2230,http://www.meridian223.org,Stillman Valley,Ogle,P-12,207 W Main St,61084 9037
470712260,Byron CUSD 226,Mr. Buster Barton,815-234-5491,http://byron226.org,Byron,Ogle,P-12,696 N Colfax St,61010 1439
470712310,Rochelle CCSD 231,Dr. Jason M Harper,815-562-6363,http://www.d231.rochelle.net,Rochelle,Ogle,P-8,1401 Flagg Rd,61068 6400
470712690,Eswood CCSD 269,Mrs. Kirsten Garrigan,815-393-4477,http://www.leeogle.org/,Lindenwood,Ogle,K-8,304 Main St,61049 7700
470980010,Erie CUSD 1,Mr. Charles Milem,309-659-2239,http://www.ecusd.info,Erie,Whiteside,P-12,520 5th Ave,61250 9439
470980020,River Bend CUSD 2,Dr. Darryl Hogue,815-589-2711,http://www.riverbendschools.org,Fulton,Whiteside,P-12,1110 3rd St,61252 1767
470980030,Prophetstown-Lyndon-Tampico CUSD3,Mrs. Heidi L Lensing,815-537-5101,http://www.plt3.org,Prophetstown,Whiteside,P-12,79 Grove St,61277 9376
470980050,Sterling CUSD 5,Dr. Tad Everett,815-626-5050,http://www.sterlingpublicschools.org,Sterling,Whiteside,P-12,410 E Le Fevre Rd,61081 1391
470980060,Morrison CUSD 6,Dr. Matthew DeBaene,815-772-2064,http://www.morrisonschools.org,Morrison,Whiteside,P-12,100 E Knox St,61270 2619
470980130,Rock Falls ESD 13,Mrs. Kelli Virgil,815-626-2604,http://www.rfsd13.org,Rock Falls,Whiteside,P-8,602 4th Ave,61071 1229
470980200,East Coloma - Nelson CESD 20,Mr. Christopher Lensing,815-625-4400,http://ecolomanelson.net,Rock Falls,Whiteside,P-8,1602 Dixon Rd,61071 1913
470981450,Montmorency CCSD 145,Mr. Alex J Moore,815-625-6616,http://www.mgs145.net,Rock Falls,Whiteside,K-8,9415 Hoover Rd,61071 9350
470983010,Rock Falls Twp HSD 301,Mr. Ron McCord,815-625-3886,http://www.rfhs301.org,Rock Falls,Whiteside,9-12,101 12th Ave,61071 1023
480720620,Pleasant Valley SD 62,Mrs. Tracy A Forck,309-679-0634,http://www.pv62.com,Peoria,Peoria,P-8,3314 W Richwoods Blvd,61604 1027
480720630,Norwood ESD 63,Mr. Jacob Flowers,309-676-3523,http://www.norwood63.org,Peoria,Peoria,P-8,6521 W Farmington Rd,61604 4419
480720660,Bartonville SD 66,Mr. Brad Jockisch,309-697-3253,,Bartonville,Peoria,P-8,6000 S Adams St,61607 2580
480720680,Oak Grove SD 68  Bartonville,Dr. Loren Baele,309-697-0621,https://www.og68.org,Bartonville,Peoria,P-8,6018 W Lancaster Rd,61607 2117
480720690,Pleasant Hill SD 69,Dr. Lisa Weaver,309-637-6829,http://www.phill69.com,Peoria,Peoria,P-8,3717 W Malone St,61605 1263
480720700,Monroe SD 70,Dr. Darrick Reiley,309-697-3120,http://www.monroe70.org,Bartonville,Peoria,P-8,5137 W Cisna Rd,61607 1434
480721500,Peoria SD 150,Dr. Sharon Desmoulin-Kherat,309-672-6768,http://www.psd150.org,Peoria,Peoria,P-12,3202 N Wisconsin Ave,61603 1260
480722650,Farmington Central CUSD 265,Dr. Zac Chatterton,309-245-1000,http://www.dist265.com,Farmington,Peoria,P-12,212 N Lightfoot Rd,61531 9648
480723090,Brimfield CUSD 309,Mr. Chad Jones,309-446-3378,http://www.brimfield309.com,Brimfield,Peoria,P-12,PO Box 380,61517 0380
480723100,Limestone CHSD 310,Mr. Keith Brown,309-697-6271,http://www.limestone310.org,Peoria,Peoria,9-12,4201 Airport Rd,61607 2113
480723160,Limestone Walters CCSD 316,Mr. Dan Lamboley,309-697-3035,http://www.limestonewalters.com,Peoria,Peoria,K-8,8223 W Smithville Rd,61607 9428
480723210,Il Valley Central USD 321,Dr. Chad Allison,309-245-3978,http://www.ivcschools.com,Chillicothe,Peoria,P-12,1008 N 4Th St,61523 1574
480723220,Elmwood CUSD 322,Mr. Joel Schmieg,309-742-8464,http://www.elmwood322.com,Elmwood,Peoria,P-12,301 W Butternut St,61529 9454
480723230,Dunlap CUSD 323,Dr. Scott Dearman,309-243-8700,http://www.dunlapcusd.net,Dunlap,Peoria,P-12,400 S 4Th St,61525 8936
480723250,Peoria Heights CUSD 325,Dr. Eric M Heath,309-686-8800,http://www.ph325.org,Peoria Heights,Peoria,P-12,500 E Glen Ave,61616 5106
480723260,Princeville CUSD 326,Mr. Tony Shinall,309-385-2213,http://www.princeville326.org,Princeville,Peoria,P-12,909 N Town Ave,61559 7536
480723270,Illini Bluffs CUSD 327,Mr. Dimitri Almasi,309-389-2231,http://www.illinibluffs.com,Glasford,Peoria,P-12,9611 S Hanna City Glasford Rd,61533 9506
480723280,Hollis Cons SD 328,Mr. Byron Sondgeroth,309-697-1325,http://www.hollis328.net,Peoria,Peoria,K-8,5613 W Tuscarora Rd,61607 9564
490810290,Hampton SD 29,Dr. Jake Klipsch,309-755-0693,http://www.hampton29.com,Hampton,Rock Island,K-8,206 5th St,61256 9662
